Character,Line,Tokens
Robin,yeah kid stuck in a crane machine how sweet of you to call it news,"['kid', 'stuck', 'crane', 'machine', 'sweet', 'call', 'news']"
Ted,wow kid in a crane machine  you just had to have that toy didnt ya couldnt play the game like everyone else,"['wow', 'kid', 'crane', 'machine', 'toy', 'ya', 'play', 'game', 'everyone', 'else']"
Ted,cute kid  um yeah its fits so funny running into your were having a party next friday ifif you like swinging by but you know whatever,"['cute', 'kid', 'um', 'fits', 'funny', 'running', 'party', 'next', 'friday', 'ifif', 'swinging', 'know', 'whatever']"
Robin,oh im going back home next weekend its too bad its not tonight,"['going', 'back', 'home', 'next', 'weekend', 'bad', 'tonight']"
Ted, it is its tonight this friday did i say next friday yeahsorrycuz ive been saying next friday all week but yeah its tonight theuhpartys tonight but you know whatever,"['tonight', 'friday', 'say', 'next', 'friday', 'yeahsorrycuz', 'saying', 'next', 'friday', 'week', 'tonight', 'theuhpartys', 'tonight', 'know', 'whatever']"
Marshall,hello,['hello']
Ted, hey am i interrupting anything ,"['hey', 'interrupting', 'anything']"
Marshall,no no im just writing my paper hitting the books,"['writing', 'paper', 'hitting', 'books']"
Ted, yeah well you and lily might wanna put some clothes on were throwing a party in two hours okay bye ,"['lily', 'might', 'put', 'clothes', 'throwing', 'party', 'two', 'hours', 'bye']"
Marshall,so gatsby what are you goanna do when robin shows up,"['gatsby', 'goanna', 'robin', 'shows']"
Ted,okay i got it all planned out,['planned']
Ted,she steps through the door and wheres ted not eagerly waiting by the door nah im across the room at my drafting table showing some foxy young thing all my cool architecture stuff so robin strolls over and i casually give her one of these hey whats up she says hey nice place etcetera etcetera and then i say well make yourself at home and i casually return to my conversation then an hour later oh youre still here i say like i dont really care but its a nice surprise and then very casually wanna see the roof,"['steps', 'door', 'wheres', 'ted', 'eagerly', 'waiting', 'door', 'nah', 'across', 'room', 'drafting', 'table', 'showing', 'foxy', 'young', 'thing', 'cool', 'architecture', 'stuff', 'robin', 'strolls', 'casually', 'give', 'one', 'hey', 'whats', 'says', 'hey', 'nice', 'place', 'etcetera', 'etcetera', 'say', 'make', 'home', 'casually', 'return', 'conversation', 'hour', 'later', 'still', 'say', 'really', 'care', 'nice', 'surprise', 'casually', 'see', 'roof']"
Marshall,arshall  the roof,"['arshall', 'roof']"
Ted,get her up to the roof and the roof takes care of the rest,"['roof', 'roof', 'takes', 'care', 'rest']"
Barney,whats so special about the roof,"['whats', 'special', 'roof']"
Lily,oh the moon the stars the shimmering skyline you cant not fall in love on that roof,"['moon', 'stars', 'shimmering', 'skyline', 'cant', 'fall', 'love', 'roof']"
Marshall,we do it up there sometimes,['sometimes']
Barney,solid plan my little friend,"['solid', 'plan', 'little', 'friend']"
Ted,were the same height,['height']
Barney,but may i suggest one little modification,"['may', 'suggest', 'one', 'little', 'modification']"
Barney,that foxy young thing you were chatting up take her up to the roof and have sx with her crazy monkeystyle,"['foxy', 'young', 'thing', 'chatting', 'take', 'roof', 'sx', 'crazy', 'monkeystyle']"
Ted,thats not the plan,['plan']
Barney,should be the plan i mean look at her ted look at her shes smokin,"['plan', 'mean', 'look', 'ted', 'look', 'smokin']"
Ted,yeah but shes not robin,['robin']
Barney,exactly ted lets wrap statistic at every new york party theres always a girl who has no idea whose party shes at she knows no one you know and you will never see her again do you seewhere im goinghuwith this,"['exactly', 'ted', 'lets', 'wrap', 'statistic', 'every', 'new', 'york', 'party', 'theres', 'always', 'girl', 'idea', 'whose', 'party', 'knows', 'one', 'know', 'never', 'see', 'seewhere', 'goinghuwith']"
Ted,barney i dont wanna say,"['barney', 'say']"
Barney,aargh  scoping beep scoping beep,"['aargh', 'scoping', 'beep', 'scoping', 'beep']"
Lily,man youre a dork,"['man', 'dork']"
Barney,beep beep beep beep target acquired and now its time we play a little game i like to call have you met ted,"['beep', 'beep', 'beep', 'beep', 'target', 'acquired', 'time', 'play', 'little', 'game', 'call', 'met', 'ted']"
Ted,no come on not this,['come']
Barney, hi have you met ted,"['hi', 'met', 'ted']"
Ted,hi,['hi']
Barney,do you know marshall lily,"['know', 'marshall', 'lily']"
Barney,hmm do you know anyone at this party,"['hmm', 'know', 'anyone', 'party']"
Barney,excuse me  anyone know a carlos,"['excuse', 'anyone', 'know', 'carlos']"
Ted,no,[]
Lily,no,[]
Barney,on a silver platter bon appetite,"['silver', 'platter', 'bon', 'appetite']"
Ted,i dont think so,['think']
Barney,your loss her gain  excuse me can i show you the roof its magical up there,"['loss', 'gain', 'excuse', 'show', 'roof', 'magical']"
Ted,whoawhoahey hey i got that roof reserved,"['whoawhoahey', 'hey', 'roof', 'reserved']"
Barney,dude robins not coming,"['dude', 'robins', 'coming']"
Ted,hey shes goanna show up  shell show up,"['hey', 'goanna', 'show', 'shell', 'show']"
Lily,at least it was a great party,"['least', 'great', 'party']"
Marshall,i ate like four whole cans of dip,"['ate', 'four', 'whole', 'cans', 'dip']"
Ted,you always know what to say old friend,"['always', 'know', 'say', 'old', 'friend']"
Ted,its robin,['robin']
Lily,answer it,['answer']
Ted,no no no not right away i gotta seem casual  hello,"['right', 'away', 'ta', 'seem', 'casual', 'hello']"
Robin, im so sorry i missed your party,"['sorry', 'missed', 'party']"
Ted,who is this merideth,['merideth']
Robin, robin,['robin']
Ted,oh robin hey yeah guess you never showed up did you,"['robin', 'hey', 'guess', 'never', 'showed']"
Robin, no i got stuck at work but they finally got that kid out of the crane machine,"['stuck', 'work', 'finally', 'kid', 'crane', 'machine']"
Ted,did he get to keep the purple giraffe,"['keep', 'purple', 'giraffe']"
Robin, yeah they let him keep all the toys he was in there a long time and little kids have smaller bladders,"['let', 'keep', 'toys', 'long', 'time', 'little', 'kids', 'smaller', 'bladders']"
Ted,nan,['nan']
Robin, i wish your party was tonight,"['wish', 'party', 'tonight']"
Ted,it is the partys tonight  yeahuhits a two day party because thats just how we roll uhso if you wanna swing by itsuhyou know casual see ya  so that was robin,"['partys', 'tonight', 'yeahuhits', 'two', 'day', 'party', 'roll', 'uhso', 'swing', 'itsuhyou', 'know', 'casual', 'see', 'ya', 'robin']"
Marshall,what are you doing to me man i got a paper to write,"['man', 'paper', 'write']"
Ted,i know im sorry its terrible  ill buy more dip ,"['know', 'sorry', 'terrible', 'ill', 'buy', 'dip']"
Marshall,ted ted waitget french onion  can you believe this guy i got a paper to write  okay fine but its gotta be like super quick,"['ted', 'ted', 'waitget', 'french', 'onion', 'believe', 'guy', 'paper', 'write', 'fine', 'ta', 'super', 'quick']"
Lily,oh,[]
Marshall,and no cuddling after,['cuddling']
Lily,im the luckiest girl alive ,"['luckiest', 'girl', 'alive']"
Barney,oh you were so right about the roof the roof the roof is on fire ted girl from last night took her back to my place then this morning took her outside spun her around a couple of times sent her walkingshe will never find her way back and there she is how did she get here did you invite her,"['right', 'roof', 'roof', 'roof', 'fire', 'ted', 'girl', 'last', 'night', 'took', 'back', 'place', 'morning', 'took', 'outside', 'spun', 'around', 'couple', 'times', 'sent', 'walkingshe', 'never', 'find', 'way', 'back', 'invite']"
Ted,i have no idea who that is,['idea']
Barney,she said she works with carlos whos carlos,"['said', 'works', 'carlos', 'whos', 'carlos']"
Ted,i dont know any carlos,"['know', 'carlos']"
Barney,grr  hi you youre back,"['grr', 'hi', 'back']"
Barney,sweetie really  sweetie,"['sweetie', 'really', 'sweetie']"
Ted,whoawhoa rabbits come on i got that roof reserved,"['whoawhoa', 'rabbits', 'come', 'roof', 'reserved']"
Marshall,alright,['alright']
Barney,so its over between meandworks with carlos girl,"['meandworks', 'carlos', 'girl']"
Ted,oh that was fast,['fast']
Barney,yeah i was trying to think whats the quickest way to get rid of a girl you just met,"['trying', 'think', 'whats', 'quickest', 'way', 'rid', 'girl', 'met']"
Barney,i think im in love with you,"['think', 'love']"
Barney,thanks bro ,"['thanks', 'bro']"
Ted, glad i could help,"['glad', 'could', 'help']"
Ted,what theno no no nocome on,"['theno', 'nocome']"
Marshall,sorry ted ,"['sorry', 'ted']"
Ted,great what am i going to do when robin shows up  shell show up,"['great', 'going', 'robin', 'shows', 'shell', 'show']"
Marshall,alright we threw two parties everybody had fun everybody wanged everybody chunged now the kid has got to get to work and the kid is not to be disturbed repeat after me i will not have sx with marshall,"['alright', 'threw', 'two', 'parties', 'everybody', 'fun', 'everybody', 'wanged', 'everybody', 'chunged', 'kid', 'work', 'kid', 'disturbed', 'repeat', 'sx', 'marshall']"
Ted,and ted i will not have sx with marshall,"['ted', 'sx', 'marshall']"
Ted,its robin  hello,"['robin', 'hello']"
Robin, hi ted,"['hi', 'ted']"
Ted,amanda oh denisesorry you totally sounded like amanda ,"['amanda', 'denisesorry', 'totally', 'sounded', 'amanda']"
Robin, its robin,['robin']
Ted,oh robinhi,['robinhi']
Robin, i totally wanted to come i got stuck at work again i feel like i live there im sorry i missed your partyagain,"['totally', 'wanted', 'come', 'stuck', 'work', 'feel', 'live', 'sorry', 'missed', 'partyagain']"
Ted,hey aint no thing but a chicken wing mamacita  who am i,"['hey', 'aint', 'thing', 'chicken', 'wing', 'mamacita']"
Robin, i guess theres no change your twodayer turned into a threedayer,"['guess', 'theres', 'change', 'twodayer', 'turned', 'threedayer']"
Ted, it did indeed the party continues tonight  yeah last night people were like keep it goin bro party trifecta,"['indeed', 'party', 'continues', 'tonight', 'last', 'night', 'people', 'keep', 'goin', 'bro', 'party', 'trifecta']"
Robin, wow okaywell ill be there,"['wow', 'okaywell', 'ill']"
Ted,great see you tonight  so that was robin,"['great', 'see', 'tonight', 'robin']"
Barney,oh this is lame,['lame']
Ted,lame or casual,"['lame', 'casual']"
Barney,lame,['lame']
Ted,or casual,['casual']
Lily,hey little old books ready for a little fifteen minute recess,"['hey', 'little', 'old', 'books', 'ready', 'little', 'fifteen', 'minute', 'recess']"
Marshall,sorry baby i gotta work i need all my blood  up here has anybody seen an introduction to contract work institution statutes from  to   anybody seen a bigass book,"['sorry', 'baby', 'ta', 'work', 'need', 'blood', 'anybody', 'seen', 'introduction', 'contract', 'work', 'institution', 'statutes', 'anybody', 'seen', 'bigass', 'book']"
Barney,of course,['course']
Barney,who who invited you no one even know who you are,"['invited', 'one', 'even', 'know']"
Barney,who is carlos,['carlos']
Marshall,okay where the hell is myohh  okay introduction to contract work institution statutes from  to is not a coaster ted im jeopardizing my law career so that you can throw not one not two but three parties for some girl that you just met whos probably not gonna show up  i mean where is she ted huh wheres robin  hi hi robin ,"['hell', 'myohh', 'introduction', 'contract', 'work', 'institution', 'statutes', 'coaster', 'ted', 'jeopardizing', 'law', 'career', 'throw', 'one', 'two', 'three', 'parties', 'girl', 'met', 'whos', 'probably', 'show', 'mean', 'ted', 'huh', 'wheres', 'robin', 'hi', 'hi', 'robin']"
Robin,so you threw all these parties for me,"['threw', 'parties']"
Ted,no oh you thought thatoh no i cokay yes you got meione of the reasons i threw these parties was so that i could introduce you to uh this guy i figured you know since it didnt work out between us and now we can just laugh about it anyway robin this is,"['thought', 'thatoh', 'cokay', 'meione', 'reasons', 'threw', 'parties', 'could', 'introduce', 'uh', 'guy', 'figured', 'know', 'since', 'work', 'us', 'laugh', 'anyway', 'robin']"
Ted,y and ted ohhh,"['ted', 'ohhh']"
Ted,shes still talking to carlos i can still win this its not over,"['still', 'talking', 'carlos', 'still', 'win']"
Lily,okay buddy time for the toughtalk robin seems great but lets look at the facts you wanna get married and right now theres a million women in new york looking for exactly you but robin aint one of them,"['buddy', 'time', 'toughtalk', 'robin', 'seems', 'great', 'lets', 'look', 'facts', 'married', 'right', 'theres', 'million', 'women', 'new', 'york', 'looking', 'exactly', 'robin', 'aint', 'one']"
Ted,shes not just one of them shes the one,"['one', 'one']"
Barney,yeah well the one is heading up to the roof ,"['one', 'heading', 'roof']"
Marshall,what are you gonna do,[]
Ted,nothing its a game i gotta justkeep playing it,"['nothing', 'game', 'ta', 'justkeep', 'playing']"
Robin,hey,['hey']
Ted,hey carlos can you give us a minute,"['hey', 'carlos', 'give', 'us', 'minute']"
Ted,robin look i didnt invite you to this party to set you up with carlos or the one before that or the one before that  i threw these parties because i wanted to see you,"['robin', 'look', 'invite', 'party', 'set', 'carlos', 'one', 'one', 'threw', 'parties', 'wanted', 'see']"
Robin,well here i am,[]
Ted,theres something here look unless im crazy,"['theres', 'something', 'look', 'unless', 'crazy']"
Robin, youre not crazy ii dont know ted i mean we barely know each other and youre looking at me with that look and its like,"['crazy', 'ii', 'know', 'ted', 'mean', 'barely', 'know', 'looking', 'look']"
Ted,like what,[]
Robin,likelets fall in love and get married and have kids and drive them to soccer practice,"['likelets', 'fall', 'love', 'married', 'kids', 'drive', 'soccer', 'practice']"
Ted,im not gonna force sports on them unless theyre interested,"['force', 'sports', 'unless', 'interested']"
Robin, its a great look but youre looking at the wrong girl,"['great', 'look', 'looking', 'wrong', 'girl']"
Ted,no im not,[]
Robin,yes you are i dont wanna get married right now maybe ever and if we got together id feel like id either have to marry you or break your heart andi just couldnt do either of those things just like you cant turn off the way you feel,"['married', 'right', 'maybe', 'ever', 'together', 'id', 'feel', 'id', 'either', 'marry', 'break', 'heart', 'andi', 'either', 'things', 'cant', 'turn', 'way', 'feel']"
